desa_id,kecamatan_id,kabupaten_id,province_id,latitude,longitude,access_point_type,2_g,3_g,4_g
3404130002,3404130,3404,34,-7.6898305,110.3430426,AirTime,0,0,0
3404080002,3404080,3404,34,-7.8053529,110.442828,AirTime,0,0,0
3404080002,3404080,3404,34,-7.7845766,110.4477124,AirTime,0,0,0
3404100002,3404100,3404,34,-7.768115,110.469781,AirTime,0,0,0
3404070003,3404070,3404,34,-7.7617455,110.3941026,AirTime,0,0,0
3404120005,3404120,3404,34,-7.6996998,110.4165143,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7837468,110.4106383,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7741685,110.3936958,AirTime,0,0,0
3404120004,3404120,3404,34,-7.7069342,110.4401686,AirTime,0,0,0
3404020003,3404020,3404,34,-7.7168272,110.2712902,AirTime,0,0,0
3404050003,3404050,3404,34,-7.7781169,110.3362453,AirTime,0,0,0
3404040006,3404040,3404,34,-7.7738768,110.3185544,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7768281,110.3822242,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7749162,110.4087534,AirTime,0,0,0
3404110001,3404110,3404,34,-7.7479105,110.4122243,AirTime,0,0,0
3404120002,3404120,3404,34,-7.7397615,110.3923428,AirTime,0,0,0
3404120003,3404120,3404,34,-7.7469213,110.4065979,AirTime,0,0,0
3404130002,3404130,3404,34,-7.700927,110.3449633,AirTime,0,0,0
3404070003,3404070,3404,34,-7.7558021,110.3993969,AirTime,0,0,0
3404140007,3404140,3404,34,-7.6457671,110.3238878,AirTime,0,0,0
3404100001,3404100,3404,34,-7.7401053,110.4518115,AirTime,0,0,0
3404070003,3404070,3404,34,-7.7632105,110.395012,AirTime,0,0,0
3404050002,3404050,3404,34,-7.793566,110.321552,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7780654,110.3928274,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7558164,110.3764505,AirTime,0,0,0
3404080004,3404080,3404,34,-7.7817869,110.4522184,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7550666,110.3621668,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7469847,110.3622731,AirTime,0,0,0
3314130009,3314130,3314,33,-7.3975348,110.8283508,AirTime,0,0,0
3404120003,3404120,3404,34,-7.7325213,110.402376,AirTime,0,0,0
3401020008,3401020,3401,34,-7.8620683,110.1577231,AirTime,0,0,0
3471050001,3471050,3471,34,-7.819428,110.3964601,AirTime,1,1,1
3471040005,3471040,3471,34,-7.8026277,110.3836175,AirTime,1,1,1
3471010001,3471010,3471,34,-7.8196155,110.3555979,AirTime,1,1,1
3471080001,3471080,3471,34,-7.8005079,110.3730126,AirTime,1,1,1
3471110003,3471110,3471,34,-7.7996777,110.3517803,AirTime,1,1,1
3404100001,3404100,3404,34,-7.7401053,110.4518115,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7665751,110.3630439,AirTime,0,0,0
3404050004,3404050,3404,34,-7.7719338,110.3375602,AirTime,0,0,0
3471060001,3471060,3471,34,-7.7890651,110.3934621,AirTime,1,1,1
3404070003,3404070,3404,34,-7.772524,110.4046151,AirTime,0,0,0
3404120002,3404120,3404,34,-7.738286,110.3897526,AirTime,0,0,0
3471040003,3471040,3471,34,-7.8151573,110.3818475,AirTime,1,1,1
3471030001,3471030,3471,34,-7.8172666,110.3730077,AirTime,1,1,1
3471010001,3471010,3471,34,-7.8181822,110.3556621,AirTime,1,1,1
3402120002,3402120,3402,34,-7.8373022,110.4740226,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7598256,110.3803871,AirTime,0,0,0
3471060001,3471060,3471,34,-7.7975474,110.3796048,AirTime,1,1,1
3471130001,3471130,3471,34,-7.7866691,110.3593893,AirTime,1,1,1
3471100002,3471100,3471,34,-7.7963862,110.3620484,AirTime,1,1,1
3404100003,3404100,3404,34,-7.756029,110.485263,AirTime,0,0,0
3471030003,3471030,3471,34,-7.8101265,110.3772533,AirTime,1,1,1
3404050004,3404050,3404,34,-7.7788398,110.339767,AirTime,0,0,0
3471060005,3471060,3471,34,-7.7786186,110.3796159,AirTime,1,1,1
3404040006,3404040,3404,34,-7.7814319,110.3177202,AirTime,0,0,0
3471110003,3471110,3471,34,-7.7962193,110.3526339,AirTime,1,1,1
3323030023,3323030,3323,33,-7.3156329,110.1762775,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7568668,110.3696883,AirTime,0,0,0
3471120002,3471120,3471,34,-7.7915791,110.3639969,AirTime,1,1,1
3471100002,3471100,3471,34,-7.8011395,110.359462,AirTime,1,1,1
3313140001,3313140,3313,33,-7.5262177,110.894036,AirTime,0,0,0
3471050002,3471050,3471,34,-7.819385,110.4014278,AirTime,1,1,1
3471110002,3471110,3471,34,-7.8043985,110.3509749,AirTime,1,1,1
3471120002,3471120,3471,34,-7.7877394,110.3662906,AirTime,1,1,1
3471060002,3471060,3471,34,-7.783555,110.391437,AirTime,1,1,1
3471100001,3471100,3471,34,-7.8016772,110.3564728,AirTime,1,1,1
3471110003,3471110,3471,34,-7.8007418,110.3487623,AirTime,1,1,1
3471070003,3471070,3471,34,-7.795093,110.3776508,AirTime,1,1,1
3471130001,3471130,3471,34,-7.7808336,110.3609359,AirTime,1,1,1
3372030001,3372030,3372,33,-7.5870687,110.8269797,AirTime,0,0,0
3302720007,3302720,3302,33,-7.4266181,109.2251697,AirTime,0,0,0
3471090001,3471090,3471,34,-7.8071553,110.3694456,AirTime,1,1,1
3371020005,3371020,3371,33,-7.4593791,110.2157127,AirTime,0,0,0
3404050002,3404050,3404,34,-7.8003436,110.3245679,AirTime,0,0,0
3404130002,3404130,3404,34,-7.6898305,110.3430426,AirTime,0,0,0
3404080002,3404080,3404,34,-7.8151385,110.447063,AirTime,0,0,0
3404080002,3404080,3404,34,-7.7837114,110.4467382,AirTime,0,0,0
3404100002,3404100,3404,34,-7.768115,110.469781,AirTime,0,0,0
3404070001,3404070,3404,34,-7.774329,110.3893727,AirTime,0,0,0
3404120005,3404120,3404,34,-7.7004168,110.4152158,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7837468,110.4106383,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7755033,110.3932658,AirTime,0,0,0
3404120004,3404120,3404,34,-7.7069342,110.4401686,AirTime,0,0,0
3404020003,3404020,3404,34,-7.7168272,110.2712902,AirTime,0,0,0
3404050003,3404050,3404,34,-7.7796992,110.3429568,AirTime,0,0,0
3404040006,3404040,3404,34,-7.7738768,110.3185544,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7768281,110.3822242,AirTime,0,0,0
3322140011,3322140,3322,33,-7.1759969,110.4291879,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7749162,110.4087534,AirTime,0,0,0
3404110001,3404110,3404,34,-7.7479105,110.4122243,AirTime,0,0,0
3404120002,3404120,3404,34,-7.7397615,110.3923428,AirTime,0,0,0
3404120003,3404120,3404,34,-7.747153,110.406399,AirTime,0,0,0
3404130002,3404130,3404,34,-7.700927,110.3449633,AirTime,0,0,0
3404070003,3404070,3404,34,-7.750592,110.4003943,AirTime,0,0,0
3404140007,3404140,3404,34,-7.6457671,110.3238878,AirTime,0,0,0
3404100001,3404100,3404,34,-7.7527113,110.4424763,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7731277,110.3884831,AirTime,0,0,0
3404050002,3404050,3404,34,-7.7984902,110.3271958,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7780654,110.3928274,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7546316,110.3826079,AirTime,0,0,0
3404070002,3404070,3404,34,-7.782326,110.431639,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7519371,110.3623441,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7469847,110.3622731,AirTime,0,0,0
3471050001,3471050,3471,34,-7.819428,110.3964601,AirTime,1,1,1
3471040005,3471040,3471,34,-7.8021446,110.3856567,AirTime,1,1,1
3471010001,3471010,3471,34,-7.8193273,110.3540534,AirTime,1,1,1
3471080001,3471080,3471,34,-7.8005079,110.3730126,AirTime,1,1,1
3471110003,3471110,3471,34,-7.7996777,110.3517803,AirTime,1,1,1
3404100001,3404100,3404,34,-7.7401053,110.4518115,AirTime,0,0,0
3404060005,3404060,3404,34,-7.7665751,110.3630439,AirTime,0,0,0
3404050003,3404050,3404,34,-7.7763279,110.334354,AirTime,0,0,0
3471060001,3471060,3471,34,-7.7890651,110.3934621,AirTime,1,1,1
3404070001,3404070,3404,34,-7.7702804,110.4056645,AirTime,0,0,0
3175020003,3175020,3175,31,-6.1228186,106.8448356,AirTime,0,0,0
3404120002,3404120,3404,34,-7.738286,110.3897526,AirTime,0,0,0
3471040003,3471040,3471,34,-7.8151573,110.3818475,AirTime,1,1,1
3471030001,3471030,3471,34,-7.8172666,110.3730077,AirTime,1,1,1
3471010001,3471010,3471,34,-7.8181822,110.3556621,AirTime,1,1,1
3402120002,3402120,3402,34,-7.8373022,110.4740226,AirTime,0,0,0
3404070001,3404070,3404,34,-7.7598256,110.3803871,AirTime,0,0,0
3471060001,3471060,3471,34,-7.7975474,110.3796048,AirTime,1,1,1
3471130001,3471130,3471,34,-7.787677,110.359979,AirTime,1,1,1
3471100002,3471100,3471,34,-7.7963862,110.3620484,AirTime,1,1,1
3372030004,3372030,3372,33,-7.5754887,110.8243272,AirTime,0,0,0
3471030003,3471030,3471,34,-7.8137021,110.3765438,AirTime,1,1,1
3404050003,3404050,3404,34,-7.7780629,110.3349815,AirTime,0,0,0
3471060005,3471060,3471,34,-7.7786186,110.3796159,AirTime,1,1,1
3404040006,3404040,3404,34,-7.7820554,110.3229257,AirTime,0,0,0
3471110003,3471110,3471,34,-7.7962193,110.3526339,AirTime,1,1,1
3471100002,3471100,3471,34,-7.797353,110.3578243,AirTime,1,1,1
3404120001,3404120,3404,34,-7.7536455,110.3701777,AirTime,0,0,0
3471120002,3471120,3471,34,-7.7915791,110.3639969,AirTime,1,1,1
3471100001,3471100,3471,34,-7.8014852,110.3594269,AirTime,1,1,1
3313140001,3313140,3313,33,-7.5310603,110.8999856,AirTime,0,0,0
3471050002,3471050,3471,34,-7.8204616,110.4010628,AirTime,1,1,1
3471110002,3471110,3471,34,-7.8043985,110.3509749,AirTime,1,1,1
3471120002,3471120,3471,34,-7.7877394,110.3662906,AirTime,1,1,1
3404070002,3404070,3404,34,-7.7876838,110.4317613,AirTime,0,0,0
3471100001,3471100,3471,34,-7.8016772,110.3564728,AirTime,1,1,1
3471110003,3471110,3471,34,-7.8007418,110.3487623,AirTime,1,1,1
3471070003,3471070,3471,34,-7.795093,110.3776508,AirTime,1,1,1
3471130001,3471130,3471,34,-7.7808336,110.3609359,AirTime,1,1,1
5272010010,5272010,5272,52,-8.4569793,118.7337166,AirTime,0,0,0
5272010009,5272010,5272,52,-8.4603569,118.7253937,AirTime,0,0,0
5272010006,5272010,5272,52,-8.4523268,118.7270836,AirTime,0,0,0
3404060004,3404060,3404,34,-7.7429,110.36409,Banking Agents,0,0,0
3401100006,3401100,3401,34,-7.75362,110.2147,Banking Agents,0,0,0
3404100003,3404100,3404,34,-7.73774,110.47835,Banking Agents,0,0,0
3401120002,3401120,3401,34,-7.69115,110.15408,Banking Agents,0,0,0
3404020003,3404020,3404,34,-7.72732,110.26872,Banking Agents,0,0,0
3471140002,3471140,3471,34,-7.77859,110.35272,Banking Agents,1,1,1
3404090006,3404090,3404,34,-7.75202,110.49147,Banking Agents,0,0,0
3401050004,3401050,3401,34,-7.92344,110.25269,Banking Agents,0,0,0
3471010003,3471010,3471,34,-7.81784,110.36379,Banking Agents,1,1,1
3471020001,3471020,3471,34,-7.81039,110.36216,Banking Agents,1,1,1
3404070003,3404070,3404,34,-7.74554,110.38856,Banking Agents,0,0,0
3573050005,3573050,3573,35,-7.94313,112.61838,Banking Agents,0,0,0
3402070005,3402070,3402,34,-7.88965,110.35559,Banking Agents,0,0,0
3401050005,3401050,3401,34,-7.91047,110.25418,Banking Agents,0,0,0
3471140003,3471140,3471,34,-7.77378,110.35786,Banking Agents,1,1,1
3402170004,3402170,3402,34,-7.81129,110.2795,Banking Agents,0,0,0
3402080004,3402080,3402,34,-7.88164,110.38939,Banking Agents,0,0,0
3471040002,3471040,3471,34,-7.8271,110.38199,Banking Agents,1,1,1
3404100002,3404100,3404,34,-7.75745,110.46503,Banking Agents,0,0,0
3404050002,3404050,3404,34,-7.78712,110.32567,Banking Agents,0,0,0
3404030001,3404030,3404,34,-7.74874,110.29352,Banking Agents,0,0,0
3471090001,3471090,3471,34,-7.80547,110.37035,Banking Agents,1,1,1
3404080003,3404080,3404,34,-7.81542,110.48022,Banking Agents,0,0,0
3471030001,3471030,3471,34,-7.82095,110.36799,Banking Agents,1,1,1
3401070006,3401070,3401,34,-7.81394,110.16111,Banking Agents,0,0,0
3402150001,3402150,3402,34,-7.84109,110.3145,Banking Agents,0,0,0
3402150002,3402150,3402,34,-7.83152,110.34023,Banking Agents,0,0,0
3401020005,3401020,3401,34,-7.88215,110.13728,Banking Agents,0,0,0
5107060005,5107060,5107,51,-8.34659,115.52074,Banking Agents,0,0,0
3402150003,3402150,3402,34,-7.83413,110.32492,Banking Agents,0,0,0
3401050006,3401050,3401,34,-7.90517,110.26982,Banking Agents,0,0,0
3401040001,3401040,3401,34,-7.95475,110.18195,Banking Agents,0,0,0
3402090005,3402090,3402,34,-7.93115,110.39344,Banking Agents,0,0,0
3471020002,3471020,3471,34,-7.80547,110.3674,Banking Agents,1,1,1
3403090011,3403090,3403,34,-7.9679,110.59234,Banking Agents,0,0,0
3402070002,3402070,3402,34,-7.88867,110.31599,Banking Agents,0,0,0
3471040003,3471040,3471,34,-7.81144,110.38574,Banking Agents,1,1,1
3471050002,3471050,3471,34,-7.82787,110.40426,Banking Agents,1,1,1
3404070001,3404070,3404,34,-7.75674,110.38379,Banking Agents,0,0,0
3404030004,3404030,3404,34,-7.70375,110.2974,Banking Agents,0,0,0
3402150003,3402150,3402,34,-7.80734,110.31921,Banking Agents,0,0,0
3404070002,3404070,3404,34,-7.75393,110.42649,Banking Agents,0,0,0
3402160002,3402160,3402,34,-7.9001,110.28099,Banking Agents,0,0,0
3404020003,3404020,3404,34,-7.72629,110.26833,Banking Agents,0,0,0
3402070003,3402070,3402,34,-7.88591,110.33492,Banking Agents,0,0,0
3404130001,3404130,3404,34,-7.69417,110.32046,Banking Agents,0,0,0
3404100001,3404100,3404,34,-7.7522,110.44371,Banking Agents,0,0,0
3404130005,3404130,3404,34,-7.69246,110.35837,Banking Agents,0,0,0
3401100006,3401100,3401,34,-7.75362,110.2147,Banking Agents,0,0,0
3402030004,3402030,3402,34,-7.98925,110.29533,Banking Agents,0,0,0
3401020006,3401020,3401,34,-7.8984,110.1477,Banking Agents,0,0,0
3402170004,3402170,3402,34,-7.79428,110.27855,Banking Agents,0,0,0
3404030004,3404030,3404,34,-7.70816,110.3037,Banking Agents,0,0,0
3471070002,3471070,3471,34,-7.79345,110.36963,Banking Agents,1,1,1
3402130001,3402130,3402,34,-7.84416,110.38345,Banking Agents,0,0,0
3402150004,3402150,3402,34,-7.80056,110.34112,Banking Agents,0,0,0
3402130006,3402130,3402,34,-7.82547,110.42723,Banking Agents,0,0,0
3401020006,3401020,3401,34,-7.90008,110.14722,Banking Agents,0,0,0
3404070003,3404070,3404,34,-7.74757,110.3997,Banking Agents,0,0,0
3402110003,3402110,3402,34,-7.88222,110.40696,Banking Agents,0,0,0
3402140001,3402140,3402,34,-7.85045,110.3435,Banking Agents,0,0,0
3402070004,3402070,3402,34,-7.89926,110.34682,Banking Agents,0,0,0
3471040003,3471040,3471,34,-7.81513,110.38926,Banking Agents,1,1,1
3471140003,3471140,3471,34,-7.77657,110.35948,Banking Agents,1,1,1
3404100002,3404100,3404,34,-7.74643,110.47241,Banking Agents,0,0,0
3401080001,3401080,3401,34,-7.86886,110.0673,Banking Agents,0,0,0
3402120003,3402120,3402,34,-7.82999,110.48869,Banking Agents,0,0,0
3404070001,3404070,3404,34,-7.77523,110.40057,Banking Agents,0,0,0
3471030002,3471030,3471,34,-7.81284,110.3708,Banking Agents,1,1,1
3310010012,3310010,3310,33,-7.73464,110.49067,Banking Agents,0,0,0
3402160002,3402160,3402,34,-7.9001,110.28099,Banking Agents,0,0,0
3401040002,3401040,3401,34,-7.95673,110.2276,Banking Agents,0,0,0
3471050003,3471050,3471,34,-7.81075,110.40115,Banking Agents,1,1,1
3471040002,3471040,3471,34,-7.82574,110.37907,Banking Agents,1,1,1
3402050003,3402050,3402,34,-7.9232,110.32213,Banking Agents,0,0,0
3404170004,3404170,3404,34,-7.60985,110.4539,Banking Agents,0,0,0
3401060006,3401060,3401,34,-7.82112,110.19833,Banking Agents,0,0,0
3404070003,3404070,3404,34,-7.7562,110.39162,Banking Agents,0,0,0
3404060002,3404060,3404,34,-7.71739,110.33163,Banking Agents,0,0,0
3471030001,3471030,3471,34,-7.82023,110.3711,Banking Agents,1,1,1
3401010003,3401010,3401,34,-7.88675,110.05746,Banking Agents,0,0,0
3471050001,3471050,3471,34,-7.82228,110.39778,Banking Agents,1,1,1
3471020003,3471020,3471,34,-7.80626,110.36297,Banking Agents,1,1,1
3401100003,3401100,3401,34,-7.78327,110.218,Banking Agents,0,0,0
3404130004,3404130,3404,34,-7.69948,110.36521,Banking Agents,0,0,0
3471040005,3471040,3471,34,-7.80641,110.3836,Banking Agents,1,1,1
3404110001,3404110,3404,34,-7.72649,110.41392,Banking Agents,0,0,0
3402170004,3402170,3402,34,-7.80659,110.27056,Banking Agents,0,0,0
3471080002,3471080,3471,34,-7.80124,110.3778,Banking Agents,1,1,1
3401070002,3401070,3401,34,-7.86001,110.14175,Banking Agents,0,0,0
3401030010,3401030,3401,34,-7.90235,110.17731,Banking Agents,0,0,0
3401050004,3401050,3401,34,-7.92936,110.24216,Banking Agents,0,0,0
3471010001,3471010,3471,34,-7.81587,110.35516,Banking Agents,1,1,1
3402070003,3402070,3402,34,-7.88037,110.32533,Banking Agents,0,0,0
3401080005,3401080,3401,34,-7.78674,110.11163,Banking Agents,0,0,0
3402070001,3402070,3402,34,-7.91307,110.32893,Banking Agents,0,0,0
3404070002,3404070,3404,34,-7.76571,110.42606,Banking Agents,0,0,0
3401060007,3401060,3401,34,-7.83761,110.21978,Banking Agents,0,0,0
3401060007,3401060,3401,34,-7.82757,110.21099,Banking Agents,0,0,0
3404070003,3404070,3404,34,-7.75817,110.41107,Banking Agents,0,0,0
3402080004,3402080,3402,34,-7.89457,110.38063,Banking Agents,0,0,0
3402060003,3402060,3402,34,-7.91979,110.31168,Banking Agents,0,0,0
3402060004,3402060,3402,34,-7.90124,110.30132,Banking Agents,0,0,0
3401020005,3401020,3401,34,-7.87611,110.13595,Banking Agents,0,0,0
3471090001,3471090,3471,34,-7.80547,110.37035,Banking Agents,1,1,1
3471040006,3471040,3471,34,-7.80352,110.3907,Banking Agents,1,1,1
3311010013,3311010,3311,33,-7.76292,110.76887,Banking Agents,0,0,0
3404070003,3404070,3404,34,-7.77174,110.40503,Banking Agents,0,0,0
3404060004,3404060,3404,34,-7.74047,110.35861,Banking Agents,0,0,0
3402100003,3402100,3402,34,-7.95191,110.46643,Banking Agents,0,0,0
3402140004,3402140,3402,34,-7.84162,110.36152,Banking Agents,0,0,0
3402150004,3402150,3402,34,-7.80056,110.34112,Banking Agents,0,0,0
3401030010,3401030,3401,34,-7.89741,110.17651,Banking Agents,0,0,0
3402040001,3402040,3402,34,-7.99533,110.32343,Banking Agents,0,0,0
3401110004,3401110,3401,34,-7.65271,110.24805,Banking Agents,0,0,0
3404010004,3404010,3404,34,-7.77913,110.2337,Banking Agents,0,0,0
3402070003,3402070,3402,34,-7.89762,110.32926,Banking Agents,0,0,0
3402040003,3402040,3402,34,-7.95238,110.3562,Banking Agents,0,0,0
3471120001,3471120,3471,34,-7.79328,110.3594,Banking Agents,1,1,1
3471110002,3471110,3471,34,-7.8011,110.35058,Banking Agents,1,1,1
3404140006,3404140,3404,34,-7.66043,110.34056,Banking Agents,0,0,0
3404100001,3404100,3404,34,-7.73304,110.44769,Banking Agents,0,0,0
3403010006,3403010,3403,34,-8.01762,110.41727,Banking Agents,0,0,0
3401070002,3401070,3401,34,-7.84552,110.13505,Banking Agents,0,0,0
3402040003,3402040,3402,34,-7.94752,110.35024,Banking Agents,0,0,0
3402150001,3402150,3402,34,-7.84109,110.3145,Banking Agents,0,0,0
3471110002,3471110,3471,34,-7.80103,110.35184,Banking Agents,1,1,1
3403100006,3403100,3403,34,-7.95032,110.54018,Banking Agents,0,0,0
3402070005,3402070,3402,34,-7.89544,110.35234,Banking Agents,0,0,0
3402060002,3402060,3402,34,-7.92452,110.2898,Banking Agents,0,0,0
3404060002,3404060,3404,34,-7.71541,110.33664,Banking Agents,0,0,0
3404070002,3404070,3404,34,-7.76784,110.42619,Banking Agents,0,0,0
3471020001,3471020,3471,34,-7.80967,110.3583,Banking Agents,1,1,1
3404100002,3404100,3404,34,-7.74982,110.47129,Banking Agents,0,0,0
3402130007,3402130,3402,34,-7.82178,110.41727,Banking Agents,0,0,0
3401060002,3401060,3401,34,-7.89178,110.20913,Banking Agents,0,0,0
3471050001,3471050,3471,34,-7.82335,110.39698,Banking Agents,1,1,1
3471030001,3471030,3471,34,-7.81708,110.37314,Banking Agents,1,1,1
3404130005,3404130,3404,34,-7.68652,110.35844,Banking Agents,0,0,0
